date,post_id,thread_url,format,format_type,content_axis,post_goal,topic,hook,main_text,source_count,source_type,source_url,final_candidate_score,quality_score,post_slot,experiment_group,model,card_used,posted_at,views,likes,replies,chain_replies,own_replies,audience_replies,reposts,quotes,saves,profile_visits,follows_gained,notes
2026-08-02,17937549456089547,https://www.threads.net/@arxiv.ai/post/17937549456089547,research_checklist,research_checklist,paper_to_workflow,save,systematic review search audit,"AI에게 systematic review 후보를 추리게 한 뒤 논문 목록만 받으면, 왜 포함됐고 제외됐는지 다시 확인하기 어렵습니다.","AI에게 systematic review 후보를 추리게 한 뒤 논문 목록만 받으면, 왜 포함됐고 제외됐는지 다시 확인하기 어렵습니다.

내가 검색식과 제외 이유를 설명 못하면, 그건 screening이 아니라 결과 목록 수용입니다.

나쁜 요청:
“이 주제의 핵심 논문만 골라줘.”

좋은 요청:
“database별 검색식과 검색일을 남겨줘.”
“중복 제거 전후 문헌 수를 기록해줘.”
“제외한 논문마다 사유를 한 줄로 붙여줘.”
“최종 포함 기준과 원문 위치를 연결해줘.”

좋은 문헌 검토는 논문 수가 많은 목록이 아니라
선택 과정을 다시 추적할 수 있는 기록입니다.",1,official_guideline,https://www.prisma-statement.org/prisma-2020,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-02T19:54:46+09:00,369,2,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-03,17972388617924421,https://www.threads.net/@arxiv.ai/post/17972388617924421,agent_role_split,agent_role_split,workflow_mode,save,citation_doubt,AI가 추천해준 관련 논문(Related Work) 리스트를 그대로 복사해서 논문에 붙이고 계신가요?,"AI가 추천해준 관련 논문(Related Work) 리스트를 그대로 복사해서 논문에 붙이고 계신가요?

내가 각 논문이 내 claim을 어떻게 지지하는지 설명 못하면, 그건 리서치가 아니라 단순 논문 나열입니다.

나쁜 요청:
""이 주제와 관련된 논문 리스트를 만들어줘.""

좋은 요청:
""내 핵심 claim 3개와 매칭되는 citation을 표로 정리해줘.""
""각 논문의 핵심 방법론이 내 연구의 한계점을 어떻게 해결하는지 대조해줘.""
""이 리스트에서 내 연구의 차별점을 강조할 수 있는 논문만 골라줘.""

AI는 논문 목록을 뽑아주는 도구가 아니라, 근거의 연결 고리를 검증하는 도구여야 합니다.",1,github_repo,https://github.com/filipecalegario/awesome-generative-ai,64,92,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-03T21:43:06+09:00,1529,12,3,3,0,0,7,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-04,17904378429309732,https://www.threads.net/@arxiv.ai/post/17904378429309732,tiny_source_case,tiny_source_case,official_update,share,draft_without_argument,논문 초안을 작성한 뒤 AI에게 “리뷰어처럼 검토해줘”라고 던지고 있나요?,"논문 초안을 작성한 뒤 AI에게 “리뷰어처럼 검토해줘”라고 던지고 있나요?

내가 논문의 핵심 Claim과 그 근거가 되는 Evidence를 스스로 연결해 설명 못하면, 그건 초안 작성이 아니라 단순한 문장 생산입니다.

나쁜 요청:
“이 논문 리뷰어처럼 평가해줘.”

좋은 요청:
“핵심 Claim 3개와 필요한 Evidence를 분리해줘.”
“ICML 기준에 맞춰 Soundness를 흔들 수 있는 반례 질문을 써줘.”
“AC가 볼 때 치명적일 수 있는 구조적 약점을 우선순위별로 나열해줘.”

AI는 점수 예측기가 아니라, 제출 전 논리의 구멍을 찾는 검증 도구여야 합니다.",1,official_feed,https://arxiv.org/abs/2608.00005,56,92,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-04T20:38:39+09:00,8328,61,5,3,0,2,21,1,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-05,18109557532822262,https://www.threads.net/@arxiv.ai/post/18109557532822262,agent_role_split,agent_role_split,workflow_mode,save,citation_doubt,AI가 생성한 초안을 검토할 때 단순히 “문장이 자연스러운가?”만 확인하고 있다면 위험합니다.,"AI가 생성한 초안을 검토할 때 단순히 “문장이 자연스러운가?”만 확인하고 있다면 위험합니다.

내가 각 claim이 어떤 evidence에 의해 지지되는지 설명 못하면, 그건 검토가 아니라 점수 예측입니다.

나쁜 요청:
“이 논문 초안의 논리가 타당한지 검토해줘.”

좋은 요청:
“각 claim에 대응하는 citation의 원문 위치를 리스트업해줘.”
“citation이 claim의 scope를 벗어나지 않는지 대조표를 만들어줘.”
“evidence가 claim의 주장을 충분히 뒷받침하는지 검증해줘.”

AI는 논리를 대신 만들어주는 게 아니라, 내 주장의 빈틈을 찾는 검증 도구여야 합니다.",1,github_repo,https://github.com/wuyoscar/GPT-Image2-Skill,66,86,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-05T20:35:19+09:00,707,3,3,3,0,0,1,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-06,18580756732067560,https://www.threads.net/@arxiv.ai/post/18580756732067560,research_checklist,research_checklist,paper_to_workflow,save,AI intervention reporting,"AI intervention 논문에서 model accuracy만 정리하면, 실제 사용자가 무엇을 입력하고 출력을 어떻게 행동으로 바꿨는지 놓치기 쉽습니다.","AI intervention 논문에서 model accuracy만 정리하면, 실제 사용자가 무엇을 입력하고 출력을 어떻게 행동으로 바꿨는지 놓치기 쉽습니다.

내가 model 오류와 사용자 절차 오류를 구분 못하면, 그건 intervention 검토가 아니라 성능표 요약입니다.

나쁜 요청:
“이 AI 임상시험의 성능을 요약해줘.”

좋은 요청:
“AI가 받는 input과 내보내는 output을 분리해줘.”
“사용자가 받은 training과 지침을 표시해줘.”
“output이 실제 decision으로 바뀌는 단계를 써줘.”
“performance error 분석과 대응을 연결해줘.”

좋은 AI intervention 검토는 accuracy 숫자가 아니라
사람과 model 사이의 실행 경로를 설명하는 일입니다.",1,reporting_guideline,https://www.bmj.com/content/370/bmj.m3164,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-06T20:37:20+09:00,111,1,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-07,17902400835518054,https://www.threads.net/@arxiv.ai/post/17902400835518054,research_checklist,research_checklist,evidence_mapping,save,prediction model reporting,"prediction model 논문에서 AUROC만 비교하면, 그 model이 누구에게 어떤 결정을 위해 쓰이는지 놓치기 쉽습니다.","prediction model 논문에서 AUROC만 비교하면, 그 model이 누구에게 어떤 결정을 위해 쓰이는지 놓치기 쉽습니다.

내가 intended use와 evaluation population의 연결을 설명 못하면, 그건 model 검토가 아니라 점수 비교입니다.

나쁜 요청:
“가장 성능 좋은 prediction model을 골라줘.”

좋은 요청:
“예측 대상과 실제 사용 결정을 분리해줘.”
“개발·검증 dataset의 population 차이를 표시해줘.”
“평가 metric이 intended use를 받치는지 검토해줘.”
“적용하면 안 되는 population을 따로 남겨줘.”

좋은 model 비교는 최고 점수를 찾는 일이 아니라
점수가 유효한 사용 범위를 고정하는 일입니다.",1,reporting_guideline,https://www.bmj.com/content/385/bmj-2023-078378,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-07T19:15:21+09:00,150,0,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-08,18177548794423903,https://www.threads.net/@arxiv.ai/post/18177548794423903,agent_role_split,agent_role_split,workflow_mode,save,literature_overload,관련 논문(Related Work)을 정리할 때 단순히 논문 목록을 나열하고 있나요?,"관련 논문(Related Work)을 정리할 때 단순히 논문 목록을 나열하고 있나요?

내가 논문 간의 핵심 차이점과 공통된 증거를 비교 축으로 설명 못하면, 그건 literature review가 아니라 논문 목록 정리입니다.

나쁜 요청:
“이 논문들의 주요 내용을 비교해서 정리해줘.”

좋은 요청:
“각 논문의 핵심 claim과 이를 뒷받침하는 evidence를 추출해줘.”
“선행 연구 대비 이 논문이 해결하려는 gap을 표로 만들어줘.”
“비교 대상 논문들과 방법론(Methodology)의 차이점을 3가지 축으로 요약해줘.”

Related Work는 나열하는 것이 아니라, 증거(evidence)를 기준으로 재구성하는 과정입니다.",1,github_repo,https://github.com/HKUDS/AI-Researcher,57,100,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-08T18:59:34+09:00,1851,13,3,3,0,0,5,1,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-09,18437136088124807,https://www.threads.net/@arxiv.ai/post/18437136088124807,research_checklist,research_checklist,paper_to_workflow,save,research artifact reproducibility,"artifact 제출 직전에 repository 링크만 확인하면, reviewer가 실제로 어떤 command를 실행해야 하는지는 비어 있을 수 있습니다.","artifact 제출 직전에 repository 링크만 확인하면, reviewer가 실제로 어떤 command를 실행해야 하는지는 비어 있을 수 있습니다.

내가 새 환경에서 결과를 재현하는 순서를 설명 못하면, 그건 artifact가 아니라 파일 묶음입니다.

나쁜 요청:
“코드와 dataset이 있으니 재현 가능한지 봐줘.”

좋은 요청:
“필요한 environment와 dependency를 고정해줘.”
“대표 결과를 만드는 command를 순서대로 써줘.”
“각 command의 expected output을 붙여줘.”
“실패할 때 확인할 log와 제한 조건을 남겨줘.”

좋은 artifact 문서는 파일 목록이 아니라
다른 사람이 결과까지 도달하는 runbook입니다.",1,official_policy,https://www.acm.org/publications/policies/artifact-review-badging-current,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-09T19:01:39+09:00,248,0,3,3,0,0,1,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-10,18092365796183769,https://www.threads.net/@arxiv.ai/post/18092365796183769,research_checklist,agent_role_split,workflow_mode,save,AI trial protocol planning,"AI intervention 연구에서 결과가 나온 뒤 method를 정리하면, 처음 계획한 절차와 사후 설명이 섞일 수 있습니다.","AI intervention 연구에서 결과가 나온 뒤 method를 정리하면, 처음 계획한 절차와 사후 설명이 섞일 수 있습니다.

내가 trial 전에 고정한 AI version과 사용 절차를 설명 못하면, 그건 protocol이 아니라 결과 해설입니다.

나쁜 요청:
“결과에 맞춰 AI intervention method를 정리해줘.”

좋은 요청:
“사용할 model version과 변경 규칙을 먼저 고정해줘.”
“input·output과 사용자 역할을 protocol 표로 만들어줘.”
“오류 발생 시 대응과 중단 기준을 써줘.”
“계획 변경은 시점과 이유를 별도로 기록해줘.”

좋은 protocol은 결과를 예쁘게 설명하는 문서가 아니라
결과 전에 결정한 조건을 보존하는 장치입니다.",1,reporting_guideline,https://www.bmj.com/content/370/bmj.m3210,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-10T19:42:47+09:00,352,3,3,3,0,0,1,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-11,18122803558890591,https://www.threads.net/@arxiv.ai/post/18122803558890591,tiny_source_case,tiny_source_case,official_update,share,evidence_missing,"새로운 LLM 논문을 읽을 때, 모델이 본문 속 수많은 표와 그림 사이의 관계를 어떻게 찾아내는지 설명할 수 있나요?","새로운 LLM 논문을 읽을 때, 모델이 본문 속 수많은 표와 그림 사이의 관계를 어떻게 찾아내는지 설명할 수 있나요?

내가 논문의 claim이 어떤 실험 데이터나 표로부터 도출되었는지 연결하지 못하면, 그건 이해가 아니라 요약문 신뢰입니다.

나쁜 요청:
“이 논문의 핵심 내용을 요약해줘.”

좋은 요청:
“논문의 핵심 claim과 이를 뒷받침하는 Table/Figure 번호를 매핑해줘.”
“실험 결과(Table)가 저자의 주장과 일치하는지 검증해줘.”
“논문에서 데이터(Table)와 결론(Conclusion) 사이의 논리적 간극이 있는지 찾아줘.”

AI는 요약 도구가 아니라, 논문의 근거 지도를 그리는 도구입니다.",1,official_feed,https://arxiv.org/abs/2608.07527,56,100,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-11T19:15:54+09:00,891,3,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-12,18030558617836995,https://www.threads.net/@arxiv.ai/post/18030558617836995,agent_role_split,agent_role_split,workflow_mode,save,citation_doubt,Related Work 섹션을 채울 때 AI가 추천해준 논문 리스트를 그대로 복사해서 붙여넣고 있나요?,"Related Work 섹션을 채울 때 AI가 추천해준 논문 리스트를 그대로 복사해서 붙여넣고 있나요?

내가 특정 claim을 뒷받침하는 citation이 원문의 어느 문장에서 나왔는지 설명 못하면, 그건 연구가 아니라 논문 장식입니다.

나쁜 요청:
“이 주제와 관련된 최신 논문들을 찾아서 정리해줘.”

좋은 요청:
“각 claim과 그 근거가 되는 citation의 원문 문장을 매칭해줘.”
“해당 citation이 주장(claim)을 직접 지지하는지, 아니면 단순 배경(background)인지 분류해줘.”
“citation이 claim의 범위를 벗어나 과도하게 일반화(overgeneralization)되어 있는지 검증해줘.”

AI는 단순 나열기가 아니라, 근거의 유효성을 검증하는 검토자가 되어야 합니다.",1,github_repo,https://github.com/swyxio/ai-notes,61,92,evening,daily_guarantee_primary,google/gemma-4-26b-a4b-it:free,false,2026-08-12T19:33:40+09:00,1147,10,3,3,0,0,4,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-13,18022269086907563,https://www.threads.net/@arxiv.ai/post/18022269086907563,research_checklist,research_checklist,evidence_mapping,save,diagnostic AI accuracy reporting,"diagnostic AI 논문에서 accuracy 한 줄만 비교하면, 어떤 threshold와 reference standard에서 나온 결과인지 사라집니다.","diagnostic AI 논문에서 accuracy 한 줄만 비교하면, 어떤 threshold와 reference standard에서 나온 결과인지 사라집니다.

내가 양성 판정 기준과 정답 기준을 설명 못하면, 그건 진단 성능 검토가 아니라 숫자 복사입니다.

나쁜 요청:
“이 diagnostic AI가 얼마나 정확한지 알려줘.”

좋은 요청:
“양성·음성을 나눈 threshold를 표시해줘.”
“reference standard와 판정 절차를 분리해줘.”
“sensitivity·specificity의 평가 population을 붙여줘.”
“subgroup별 오류와 제외 사례를 남겨줘.”

좋은 진단 성능 검토는 최고 accuracy를 찾는 일이 아니라
숫자가 만들어진 판정 조건을 복원하는 일입니다.",1,reporting_guideline,https://www.nature.com/articles/s41591-025-03953-8,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-13T19:33:33+09:00,151,0,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h | metrics collected: 72h
2026-08-14,18150792394513850,https://www.threads.net/@arxiv.ai/post/18150792394513850,research_checklist,research_checklist,paper_to_workflow,save,medical imaging AI reporting,"medical imaging AI 논문에서 train·test 비율만 보면, 같은 환자의 image가 여러 split에 들어갔는지 놓칠 수 있습니다.","medical imaging AI 논문에서 train·test 비율만 보면, 같은 환자의 image가 여러 split에 들어갔는지 놓칠 수 있습니다.

내가 dataset을 patient 단위로 나눴는지 설명 못하면, 그건 validation이 아니라 leakage 가능성이 남은 점수표입니다.

나쁜 요청:
“dataset split이 적절한지 확인해줘.”

좋은 요청:
“split 단위가 image인지 patient인지 표시해줘.”
“전처리가 split 전후 어느 시점에 적용됐는지 써줘.”
“내부 test와 외부 validation을 분리해줘.”
“기관·장비·기간별 distribution 차이를 남겨줘.”

좋은 dataset 검토는 비율을 확인하는 일이 아니라
정보가 경계를 넘어간 경로를 찾는 일입니다.",1,reporting_guideline,https://pubs.rsna.org/doi/10.1148/ryai.240300,100,100,evening,daily_guarantee_reserve,prevalidated,false,2026-08-14T19:25:47+09:00,111,0,3,3,0,0,0,0,,,0,auto-recorded after publish | metrics collected: 24h
